Edad;Retirado;ViajesDeNegocio;TarifaSalarial;Departamento;DistanciaDesdeCasa;Educacion;CampoEducacion;EmpleadosACargo;NumeroEmpleado;NivelSatisfaccion;Genero;SalarioPorHora;NivelInvolucramiento;NivelResponsabilidad;Rol;SatisfaccionTrabajo;EstadoCivil;SalarioMensual;TarifaMensual;NumEmpresasDondeTrabaja;MasDe18Horas;HorasExtra;PorcentajeIncrementoSalarioUltimoAnnio;NivelRendimiento;SatisfaccionEmpresa;HorasEstandar;PlanSalarioComplementario;TotalAnniosTrabajados;FormacionUltimoAnnio;BalanceTrabajoVida;FechaIngresoEmpresa;AnniosEnEmpresa;AnniosRolActual;AnniosDesdeUltimaPromocion;AnniosActualDirector
51;No;Viaja-Frecuentemente;1456;Investigacion & Desarrollo;1;4;Medicina;1;145;1;Femenino;30;2;3;Representante atencion medica;1;Soltero;7484;25796;3;S;No;20;4;3;80;0;23;1;2;17/03/2008;13;12;12;8
34;Si;Viaja-Frecuentemente;658;Investigacion & Desarrollo;7;3;Ciencias de la vida;1;147;1;Masculino;66;1;2;Tecnico de laboratorio;3;Soltero;6074;22887;1;S;Si;24;4;4;80;0;9;3;3;1/01/2012;9;7;0;6
54;No;No-Viaja;142;Talento Humano;26;3;Talento Humano;1;148;4;Femenino;30;4;4;Director;4;Soltero;17328;13871;2;S;Si;12;3;3;80;0;23;3;3;17/01/2016;5;3;4;4
24;No;Viaja-Pocas-Veces;1127;Investigacion & Desarrollo;18;1;Ciencias de la vida;1;150;2;Masculino;52;3;1;Tecnico de laboratorio;3;Casado;2774;13257;0;S;No;12;3;3;80;1;6;2;3;8/02/2016;5;3;1;2
34;No;Viaja-Pocas-Veces;1031;Investigacion & Desarrollo;6;4;Ciencias de la vida;1;151;3;Femenino;45;2;2;Cientifico de investigacion;2;Divorciado;4505;15000;6;S;No;15;3;3;80;1;12;3;3;14/01/2020;1;0;0;0
37;No;Viaja-Pocas-Veces;1189;Ventas;3;3;Ciencias de la vida;1;152;3;Masculino;87;3;3;Ejecutivo de ventas;4;Soltero;7428;14506;2;S;No;12;3;1;80;0;12;3;3;12/11/2016;5;3;1;3
34;No;Viaja-Pocas-Veces;1354;Investigacion & Desarrollo;5;3;Medicina;1;153;3;Femenino;45;2;3;Director;1;Soltero;11631;5615;2;S;No;12;3;4;80;0;14;6;3;13/10/2010;11;10;5;8
36;No;Viaja-Frecuentemente;1467;Ventas;11;2;Nivel tecnico;1;154;2;Femenino;92;3;3;Ejecutivo de ventas;4;Casado;9738;22952;0;S;No;14;3;3;80;1;10;6;3;25/06/2012;9;7;2;8
36;No;Viaja-Pocas-Veces;922;Investigacion & Desarrollo;3;2;Ciencias de la vida;1;155;1;Femenino;39;3;1;Tecnico de laboratorio;4;Divorciado;2835;2561;5;S;No;22;4;1;80;1;7;2;3;25/04/2020;1;0;0;0
43;No;Viaja-Frecuentemente;394;Ventas;26;2;Ciencias de la vida;1;158;3;Masculino;92;3;4;Director;4;Casado;16959;19494;1;S;Si;12;3;4;80;2;25;3;4;12/08/1996;25;12;4;12
30;No;Viaja-Frecuentemente;1312;Investigacion & Desarrollo;23;3;Ciencias de la vida;1;159;1;Masculino;96;1;1;Cientifico de investigacion;3;Divorciado;2613;22310;1;S;No;25;4;3;80;3;10;2;2;26/09/2011;10;7;0;9
33;No;No-Viaja;750;Ventas;22;2;Mercadeo;1;160;3;Masculino;95;3;2;Ejecutivo de ventas;2;Casado;6146;15480;0;S;No;13;3;1;80;1;8;2;4;6/01/2014;7;7;0;7
56;Si;Viaja-Pocas-Veces;441;Investigacion & Desarrollo;14;4;Ciencias de la vida;1;161;2;Femenino;72;3;1;Cientifico de investigacion;2;Casado;4963;4510;9;S;Si;18;3;1;80;3;7;2;3;24/11/2016;5;4;4;3
51;No;Viaja-Pocas-Veces;684;Investigacion & Desarrollo;6;3;Ciencias de la vida;1;162;1;Masculino;51;3;5;Director de investigacion;3;Soltero;19537;6462;7;S;No;13;3;3;80;0;23;5;3;22/03/2001;20;18;15;15
31;Si;Viaja-Pocas-Veces;249;Ventas;6;4;Ciencias de la vida;1;163;2;Masculino;76;1;2;Ejecutivo de ventas;3;Casado;6172;20739;4;S;Si;18;3;2;80;0;12;3;2;6/11/2014;7;7;7;7
26;No;Viaja-Pocas-Veces;841;Investigacion & Desarrollo;6;3;Otro;1;164;3;Femenino;46;2;1;Cientifico de investigacion;2;Casado;2368;23300;1;S;No;19;3;3;80;0;5;3;2;12/02/2016;5;4;4;3
58;Si;Viaja-Pocas-Veces;147;Investigacion & Desarrollo;23;4;medicina;1;165;4;Femenino;94;3;3;Representante atencion medica;4;Casado;10312;3465;1;S;No;12;3;4;80;1;40;3;2;18/06/1981;40;10;15;6
19;Si;Viaja-Pocas-Veces;528;Ventas;22;1;Mercadeo;1;167;4;Masculino;50;3;1;Representante de ventas;3;Soltero;1675;26820;1;S;Si;19;3;4;80;0;0;2;2;13/02/2021;0;0;0;0
22;No;Viaja-Pocas-Veces;594;Investigacion & Desarrollo;2;1;Nivel tecnico;1;169;3;Masculino;100;3;1;Tecnico de laboratorio;4;Casado;2523;19299;0;S;No;14;3;3;80;1;3;2;3;3/06/2019;2;1;2;1
49;No;Viaja-Pocas-Veces;470;Investigacion & Desarrollo;20;4;Medicina;1;170;3;Femenino;96;3;2;Director de manufactura;1;Casado;6567;5549;1;S;No;14;3;3;80;0;16;2;2;16/07/2006;15;11;5;11
43;No;Viaja-Frecuentemente;957;Investigacion & Desarrollo;28;3;Medicina;1;171;2;Femenino;72;4;1;Cientifico de investigacion;3;Soltero;4739;16090;4;S;No;12;3;4;80;0;18;2;3;7/07/2018;3;2;1;2
50;No;Viaja-Frecuentemente;809;Ventas;12;3;Mercadeo;1;174;3;Femenino;77;3;3;Ejecutivo de ventas;4;Soltero;9208;6645;4;S;No;11;3;4;80;0;16;3;3;1/04/2019;2;2;2;1
31;Si;Viaja-Pocas-Veces;542;Ventas;20;3;Ciencias de la vida;1;175;2;Femenino;71;1;2;Ejecutivo de ventas;3;Casado;4559;24788;3;S;Si;11;3;3;80;1;4;2;3;14/06/2019;2;2;2;2
41;No;Viaja-Pocas-Veces;802;Ventas;9;1;Ciencias de la vida;1;176;3;Masculino;96;3;3;Ejecutivo de ventas;3;Divorciado;8189;21196;3;S;Si;13;3;3;80;1;12;2;3;19/03/2012;9;7;0;7
26;No;Viaja-Pocas-Veces;1355;Talento Humano;25;1;Ciencias de la vida;1;177;3;Femenino;61;3;1;Talento Humano;3;Casado;2942;8916;1;S;No;23;4;4;80;1;8;3;3;7/11/2013;8;7;5;7
36;No;Viaja-Pocas-Veces;216;Investigacion & Desarrollo;6;2;Medicina;1;178;2;Masculino;84;3;2;Director de manufactura;2;Divorciado;4941;2819;6;S;No;20;4;4;80;2;7;0;3;18/08/2018;3;2;0;1
51;Si;Viaja-Frecuentemente;1150;Investigacion & Desarrollo;8;4;Ciencias de la vida;1;179;1;Masculino;53;1;3;Director de manufactura;4;Soltero;10650;25150;2;S;No;15;3;4;80;0;18;2;3;8/05/2017;4;2;0;3
39;No;Viaja-Pocas-Veces;1329;Ventas;4;4;Ciencias de la vida;1;182;4;Femenino;47;2;2;Ejecutivo de ventas;3;Casado;5902;14590;4;S;No;14;3;3;80;1;17;1;4;3/04/2006;15;11;5;9
25;No;Viaja-Pocas-Veces;959;Ventas;28;3;Ciencias de la vida;1;183;1;Masculino;41;2;2;Ejecutivo de ventas;3;Casado;8639;24835;2;S;No;18;3;4;80;0;6;3;3;3/10/2019;2;2;2;2
30;No;Viaja-Pocas-Veces;1240;Talento Humano;9;3;Talento Humano;1;184;3;Masculino;48;3;2;Talento Humano;4;Casado;6347;13982;0;S;Si;19;3;4;80;0;12;2;1;5/05/2010;11;9;4;7
32;Si;Viaja-Pocas-Veces;1033;Investigacion & Desarrollo;9;3;Medicina;1;190;1;Femenino;41;3;1;Tecnico de laboratorio;1;Soltero;4200;10224;7;S;No;22;4;1;80;0;10;2;4;19/10/2016;5;4;0;4
45;No;Viaja-Pocas-Veces;1316;Investigacion & Desarrollo;29;3;Medicina;1;192;3;Masculino;83;3;1;Cientifico de investigacion;4;Soltero;3452;9752;5;S;No;13;3;2;80;0;9;2;2;24/04/2015;6;5;0;3
38;No;Viaja-Pocas-Veces;364;Investigacion & Desarrollo;3;5;Nivel tecnico;1;193;4;Femenino;32;3;2;Cientifico de investigacion;3;Soltero;4317;2302;3;S;Si;20;4;2;80;0;19;2;3;11/02/2018;3;2;2;2
30;No;Viaja-Pocas-Veces;438;Investigacion & Desarrollo;18;3;Ciencias de la vida;1;194;1;Femenino;75;3;1;Cientifico de investigacion;3;Soltero;2632;23910;1;S;No;14;3;3;80;0;5;4;2;12/09/2016;5;4;0;4
32;No;Viaja-Frecuentemente;689;Ventas;9;2;Medicina;1;195;4;Masculino;35;1;2;Ejecutivo de ventas;4;Divorciado;4668;22812;0;S;No;17;3;4;80;3;9;2;4;15/03/2013;8;7;0;7
30;No;Viaja-Pocas-Veces;201;Investigacion & Desarrollo;5;3;Nivel tecnico;1;197;4;Femenino;84;3;1;Cientifico de investigacion;1;Divorciado;3204;10415;5;S;No;14;3;4;80;1;8;3;3;18/08/2018;3;2;2;2
30;No;Viaja-Pocas-Veces;1427;Investigacion & Desarrollo;2;1;Medicina;1;198;2;Masculino;35;2;1;Tecnico de laboratorio;4;Soltero;2720;11162;0;S;No;13;3;4;80;0;6;3;3;1/05/2016;5;3;1;2
41;No;Viaja-Frecuentemente;857;Investigacion & Desarrollo;10;3;Ciencias de la vida;1;199;4;Masculino;91;2;4;Director;1;Divorciado;17181;12888;4;S;No;13;3;2;80;1;21;2;2;8/02/2014;7;6;7;7
41;No;Viaja-Pocas-Veces;933;Investigacion & Desarrollo;9;4;Ciencias de la vida;1;200;3;Masculino;94;3;1;Tecnico de laboratorio;1;Casado;2238;6961;2;S;No;21;4;4;80;1;7;2;3;10/06/2016;5;0;1;4
19;No;Viaja-Pocas-Veces;1181;Investigacion & Desarrollo;3;1;Medicina;1;201;2;Femenino;79;3;1;Tecnico de laboratorio;2;Soltero;1483;16102;1;S;No;14;3;4;80;0;1;3;3;26/06/2020;1;0;0;0
40;No;Viaja-Frecuentemente;1395;Investigacion & Desarrollo;26;3;Medicina;1;202;2;Femenino;54;3;2;Cientifico de investigacion;2;Divorciado;5605;8504;1;S;No;11;3;1;80;1;20;2;3;12/04/2001;20;7;2;13
35;No;Viaja-Pocas-Veces;662;Ventas;1;5;Mercadeo;1;204;3;Masculino;94;3;3;Ejecutivo de ventas;2;Casado;7295;11439;1;S;No;13;3;1;80;2;10;3;3;14/07/2011;10;8;0;6
53;No;Viaja-Pocas-Veces;1436;Ventas;6;2;Mercadeo;1;205;2;Masculino;34;3;2;Representante de ventas;3;Casado;2306;16047;2;S;Si;20;4;4;80;1;13;3;1;12/01/2014;7;7;4;5
45;No;Viaja-Pocas-Veces;194;Investigacion & Desarrollo;9;3;Ciencias de la vida;1;206;2;Masculino;60;3;2;Tecnico de laboratorio;2;Divorciado;2348;10901;8;S;No;18;3;3;80;1;20;2;1;12/08/2004;17;9;0;15
32;No;Viaja-Frecuentemente;967;Ventas;8;3;Mercadeo;1;207;2;Femenino;43;3;3;Ejecutivo de ventas;4;Soltero;8998;15589;1;S;No;14;3;4;80;0;9;2;3;20/03/2012;9;8;3;7
29;No;No-Viaja;1496;Investigacion & Desarrollo;1;1;Nivel tecnico;1;208;4;Masculino;41;3;2;Director de manufactura;3;Casado;4319;26283;1;S;No;13;3;1;80;1;10;1;3;3/07/2011;10;7;0;9
51;No;Viaja-Pocas-Veces;1169;Investigacion & Desarrollo;7;4;Medicina;1;211;2;Masculino;34;2;2;Director de manufactura;3;Casado;6132;13983;2;S;No;17;3;3;80;0;10;2;3;28/02/2020;1;0;0;0
58;No;Viaja-Pocas-Veces;1145;Investigacion & Desarrollo;9;3;Medicina;1;214;2;Femenino;75;2;1;Cientifico de investigacion;2;Casado;3346;11873;4;S;Si;20;4;2;80;1;9;3;2;9/11/2020;1;0;0;0
40;No;Viaja-Pocas-Veces;630;Ventas;4;4;Mercadeo;1;215;3;Masculino;67;2;3;Ejecutivo de ventas;4;Casado;10855;8552;7;S;No;11;3;1;80;1;15;2;2;12/03/2009;12;11;2;11
34;No;Viaja-Frecuentemente;303;Ventas;2;4;Mercadeo;1;216;3;Femenino;75;3;1;Representante de ventas;3;Casado;2231;11314;6;S;No;18;3;4;80;1;6;3;3;1/01/2017;4;3;1;2
22;No;Viaja-Pocas-Veces;1256;Investigacion & Desarrollo;19;1;Medicina;1;217;3;Masculino;80;3;1;Cientifico de investigacion;4;Casado;2323;11992;1;S;No;24;4;1;80;2;2;6;3;7/01/2019;2;2;2;2
27;No;No-Viaja;691;Investigacion & Desarrollo;9;3;Medicina;1;218;4;Masculino;57;3;1;Cientifico de investigacion;2;Divorciado;2024;5970;6;S;No;18;3;4;80;1;6;1;1;23/05/2019;2;2;2;2
28;No;Viaja-Pocas-Veces;440;Investigacion & Desarrollo;21;3;Medicina;1;221;3;Masculino;42;3;1;Cientifico de investigacion;4;Casado;2713;6672;1;S;No;11;3;3;80;1;5;2;1;2/06/2016;5;2;0;2
57;No;Viaja-Pocas-Veces;334;Investigacion & Desarrollo;24;2;Ciencias de la vida;1;223;3;Masculino;83;4;3;Representante atencion medica;4;Divorciado;9439;23402;3;S;Si;16;3;2;80;1;12;2;1;20/11/2016;5;3;1;4
27;No;No-Viaja;1450;Investigacion & Desarrollo;3;3;Medicina;1;224;3;Masculino;79;2;1;Cientifico de investigacion;3;Divorciado;2566;25326;1;S;Si;15;3;4;80;1;1;2;2;15/11/2020;1;1;0;1
50;No;Viaja-Pocas-Veces;1452;Investigacion & Desarrollo;11;3;Ciencias de la vida;1;226;3;Femenino;53;3;5;Director;2;Soltero;19926;17053;3;S;No;15;3;2;80;0;21;5;3;25/08/2016;5;4;4;4
41;No;Viaja-Pocas-Veces;465;Investigacion & Desarrollo;14;3;Ciencias de la vida;1;227;1;Masculino;56;3;1;Cientifico de investigacion;3;Divorciado;2451;4609;4;S;No;12;3;1;80;1;13;2;3;10/03/2012;9;8;1;8
30;No;Viaja-Pocas-Veces;1339;Ventas;5;3;Ciencias de la vida;1;228;2;Femenino;41;3;3;Ejecutivo de ventas;4;Casado;9419;8053;2;S;No;12;3;3;80;1;12;2;3;15/10/2011;10;9;7;4
38;No;Viaja-Pocas-Veces;702;Ventas;1;4;Ciencias de la vida;1;230;1;Femenino;59;2;2;Ejecutivo de ventas;4;Soltero;8686;12930;4;S;No;22;4;3;80;0;12;2;4;14/02/2013;8;3;0;7
32;No;Viaja-Pocas-Veces;120;Investigacion & Desarrollo;6;5;Ciencias de la vida;1;231;3;Masculino;43;3;1;Cientifico de investigacion;3;Soltero;3038;12430;3;S;No;20;4;1;80;0;8;2;3;25/11/2016;5;4;1;4
27;No;Viaja-Pocas-Veces;1157;Investigacion & Desarrollo;17;3;Nivel tecnico;1;233;3;Masculino;51;3;1;Cientifico de investigacion;2;Casado;3058;13364;0;S;Si;16;3;4;80;1;6;3;2;5/04/2016;5;2;1;1
19;Si;Viaja-Frecuentemente;602;Ventas;1;1;Nivel tecnico;1;235;3;Femenino;100;1;1;Representante de ventas;1;Soltero;2325;20989;0;S;No;21;4;1;80;0;1;5;4;22/11/2021;0;0;0;0
36;No;Viaja-Frecuentemente;1480;Investigacion & Desarrollo;3;2;Medicina;1;238;4;Masculino;30;3;1;Tecnico de laboratorio;2;Soltero;2088;15062;4;S;No;12;3;3;80;0;13;3;2;17/03/2013;8;7;7;2
30;No;No-Viaja;111;Investigacion & Desarrollo;9;3;Medicina;1;239;3;Masculino;66;3;2;Tecnico de laboratorio;1;Divorciado;3072;11012;1;S;No;11;3;3;80;2;12;4;3;26/03/2009;12;9;6;10
45;No;Viaja-Pocas-Veces;1268;Ventas;4;2;Ciencias de la vida;1;240;3;Femenino;30;3;2;Ejecutivo de ventas;1;Divorciado;5006;6319;4;S;Si;11;3;1;80;1;9;3;4;1/09/2016;5;4;0;3
56;No;Viaja-Pocas-Veces;713;Investigacion & Desarrollo;8;3;Ciencias de la vida;1;241;3;Femenino;67;3;1;Cientifico de investigacion;1;Divorciado;4257;13939;4;S;Si;18;3;3;80;1;19;3;3;17/10/2019;2;2;2;2
33;No;Viaja-Pocas-Veces;134;Investigacion & Desarrollo;2;3;Ciencias de la vida;1;242;3;Masculino;90;3;1;Cientifico de investigacion;4;Soltero;2500;10515;0;S;No;14;3;1;80;0;4;2;4;18/02/2018;3;1;0;2
19;Si;Viaja-Pocas-Veces;303;Investigacion & Desarrollo;2;3;Ciencias de la vida;1;243;2;Masculino;47;2;1;Tecnico de laboratorio;4;Soltero;1102;9241;1;S;No;22;4;3;80;0;1;3;2;10/07/2020;1;0;1;0
46;No;Viaja-Pocas-Veces;526;Ventas;1;2;Mercadeo;1;244;2;Femenino;92;3;3;Ejecutivo de ventas;1;Divorciado;10453;2137;1;S;No;25;4;3;80;3;24;2;3;6/05/1997;24;13;15;7
38;No;Viaja-Pocas-Veces;1380;Investigacion & Desarrollo;9;2;Ciencias de la vida;1;245;3;Femenino;75;3;1;Tecnico de laboratorio;4;Soltero;2288;6319;1;S;No;12;3;3;80;0;2;3;3;11/09/2019;2;2;2;1
31;No;Viaja-Pocas-Veces;140;Investigacion & Desarrollo;12;1;Medicina;1;246;3;Femenino;95;3;1;Cientifico de investigacion;4;Casado;3929;6984;8;S;Si;23;4;3;80;1;7;0;3;27/10/2017;4;2;0;2
34;No;Viaja-Pocas-Veces;629;Investigacion & Desarrollo;27;2;Medicina;1;247;4;Femenino;95;3;1;Cientifico de investigacion;2;Soltero;2311;5711;2;S;No;15;3;4;80;0;9;3;3;28/01/2018;3;2;1;2
41;Si;Viaja-Pocas-Veces;1356;Ventas;20;2;Mercadeo;1;248;2;Femenino;70;3;1;Representante de ventas;2;Soltero;3140;21728;1;S;Si;22;4;4;80;0;4;5;2;11/06/2017;4;3;0;2
50;No;Viaja-Pocas-Veces;328;Investigacion & Desarrollo;1;3;Medicina;1;249;3;Masculino;86;2;1;Tecnico de laboratorio;3;Casado;3690;3425;2;S;No;15;3;4;80;1;5;2;2;8/04/2018;3;2;0;2
53;No;Viaja-Pocas-Veces;1084;Investigacion & Desarrollo;13;2;Medicina;1;250;4;Femenino;57;4;2;Director de manufactura;1;Divorciado;4450;26250;1;S;No;11;3;3;80;2;5;3;3;12/05/2017;4;2;1;3
33;No;Viaja-Pocas-Veces;931;Investigacion & Desarrollo;14;3;Medicina;1;252;4;Femenino;72;3;1;Cientifico de investigacion;2;Casado;2756;4673;1;S;No;13;3;4;80;1;8;5;3;10/01/2013;8;7;1;6
40;No;Viaja-Pocas-Veces;989;Investigacion & Desarrollo;4;1;Medicina;1;253;4;Femenino;46;3;5;Director;3;Casado;19033;6499;1;S;No;14;3;2;80;1;21;2;3;18/11/2001;20;8;9;9
55;No;Viaja-Pocas-Veces;692;Investigacion & Desarrollo;14;4;Medicina;1;254;3;Masculino;61;4;5;Director de investigacion;2;Soltero;18722;13339;8;S;No;11;3;4;80;0;36;3;3;27/09/1997;24;15;2;15
34;No;Viaja-Frecuentemente;1069;Investigacion & Desarrollo;2;1;Ciencias de la vida;1;256;4;Masculino;45;2;2;Director de manufactura;3;Casado;9547;14074;1;S;No;17;3;3;80;0;10;2;2;21/09/2011;10;9;1;9
51;No;Viaja-Pocas-Veces;313;Investigacion & Desarrollo;3;3;Medicina;1;258;4;Femenino;98;3;4;Representante atencion medica;2;Soltero;13734;7192;3;S;No;18;3;3;80;0;21;6;3;9/07/2014;7;7;1;0
52;No;Viaja-Pocas-Veces;699;Investigacion & Desarrollo;1;4;Ciencias de la vida;1;259;3;Masculino;65;2;5;Director;3;Casado;19999;5678;0;S;No;14;3;1;80;1;34;5;3;2/10/1988;20;18;11;9
27;No;Viaja-Pocas-Veces;894;Investigacion & Desarrollo;9;3;Medicina;1;260;4;Femenino;99;3;1;Cientifico de investigacion;2;Soltero;2279;11781;1;S;No;16;3;4;80;0;7;2;2;23/11/2014;7;7;0;3
35;Si;Viaja-Pocas-Veces;556;Investigacion & Desarrollo;23;2;Ciencias de la vida;1;261;2;Masculino;50;2;2;Director de manufactura;3;Casado;5916;15497;3;S;Si;13;3;1;80;0;8;1;3;22/03/2020;1;0;0;1
43;No;No-Viaja;1344;Investigacion & Desarrollo;7;3;Medicina;1;262;4;Masculino;37;4;1;Cientifico de investigacion;4;Divorciado;2089;5228;4;S;No;14;3;4;80;3;7;3;4;6/03/2016;5;4;2;2
45;No;No-Viaja;1195;Investigacion & Desarrollo;2;2;Medicina;1;264;1;Masculino;65;2;4;Director;4;Casado;16792;20462;9;S;No;23;4;4;80;1;22;1;3;11/08/2001;20;8;11;8
37;No;Viaja-Pocas-Veces;290;Investigacion & Desarrollo;21;3;Ciencias de la vida;1;267;2;Masculino;65;4;1;Cientifico de investigacion;1;Casado;3564;22977;1;S;Si;12;3;1;80;1;8;3;2;25/09/2013;8;7;1;7
35;No;Viaja-Frecuentemente;138;Investigacion & Desarrollo;2;3;Medicina;1;269;2;Femenino;37;3;2;Tecnico de laboratorio;2;Soltero;4425;15986;5;S;No;11;3;4;80;0;10;5;3;10/04/2015;6;2;1;2
42;No;No-Viaja;926;Investigacion & Desarrollo;21;2;Medicina;1;270;3;Femenino;36;3;2;Director de manufactura;3;Divorciado;5265;16439;2;S;No;16;3;2;80;1;11;5;3;7/04/2016;5;3;0;2
38;No;Viaja-Pocas-Veces;1261;Investigacion & Desarrollo;2;4;Ciencias de la vida;1;271;4;Masculino;88;3;2;Director de manufactura;3;Casado;6553;7259;9;S;No;14;3;2;80;0;14;3;3;8/01/2020;1;0;0;0
38;No;Viaja-Pocas-Veces;1084;Investigacion & Desarrollo;29;3;Nivel tecnico;1;273;4;Masculino;54;3;2;Director de manufactura;4;Casado;6261;4185;3;S;No;18;3;1;80;1;9;3;1;24/11/2014;7;7;1;7
27;No;Viaja-Frecuentemente;472;Investigacion & Desarrollo;1;1;Nivel tecnico;1;274;3;Masculino;60;2;2;Director de manufactura;1;Casado;4298;9679;5;S;No;19;3;3;80;1;6;1;3;24/03/2019;2;2;2;0
49;No;No-Viaja;1002;Investigacion & Desarrollo;18;4;Ciencias de la vida;1;275;4;Masculino;92;3;2;Director de manufactura;4;Divorciado;6804;23793;1;S;Si;15;3;1;80;2;7;0;3;11/10/2014;7;7;1;7
34;No;Viaja-Frecuentemente;878;Investigacion & Desarrollo;10;4;Medicina;1;277;4;Masculino;43;3;1;Cientifico de investigacion;3;Divorciado;3815;5972;1;S;Si;17;3;4;80;1;5;4;4;2/05/2016;5;3;2;0
40;No;Viaja-Pocas-Veces;905;Investigacion & Desarrollo;19;2;Medicina;1;281;3;Masculino;99;3;2;Tecnico de laboratorio;4;Casado;2741;16523;8;S;Si;15;3;3;80;1;15;2;4;15/11/2014;7;2;3;7
38;Si;Viaja-Pocas-Veces;1180;Investigacion & Desarrollo;29;1;Medicina;1;282;2;Masculino;70;3;2;Representante atencion medica;1;Casado;6673;11354;7;S;Si;19;3;2;80;0;17;2;3;13/04/2020;1;0;0;0
29;Si;Viaja-Pocas-Veces;121;Ventas;27;3;Mercadeo;1;283;2;Femenino;35;3;3;Ejecutivo de ventas;4;Casado;7639;24525;1;S;No;22;4;4;80;3;10;3;2;11/10/2011;10;4;1;9
22;No;Viaja-Pocas-Veces;1136;Investigacion & Desarrollo;5;3;Ciencias de la vida;1;284;4;Masculino;60;4;1;Cientifico de investigacion;2;Divorciado;2328;12392;1;S;Si;16;3;1;80;1;4;2;2;16/06/2017;4;2;2;2
36;No;Viaja-Frecuentemente;635;Investigacion & Desarrollo;18;1;Medicina;1;286;2;Femenino;73;3;1;Tecnico de laboratorio;4;Soltero;2153;7703;1;S;No;13;3;1;80;0;8;2;3;18/05/2013;8;1;1;7
40;No;No-Viaja;1151;Investigacion & Desarrollo;9;5;Ciencias de la vida;1;287;4;Masculino;63;2;2;Representante atencion medica;4;Casado;4876;14242;9;S;No;14;3;4;80;1;5;5;1;10/05/2018;3;2;0;2
46;No;Viaja-Pocas-Veces;644;Investigacion & Desarrollo;1;4;Medicina;1;288;4;Masculino;97;3;3;Representante atencion medica;1;Divorciado;9396;12368;7;S;No;16;3;3;80;1;17;3;3;24/08/2017;4;2;0;3
32;Si;Viaja-Pocas-Veces;1045;Ventas;4;4;Medicina;1;291;4;Masculino;32;1;3;Ejecutivo de ventas;4;Casado;10400;25812;1;S;No;11;3;3;80;0;14;2;2;24/09/2007;14;8;9;8
30;No;No-Viaja;829;Investigacion & Desarrollo;1;1;Ciencias de la vida;1;292;3;Masculino;88;2;3;Director de manufactura;3;Soltero;8474;20925;1;S;No;22;4;3;80;0;12;2;3;1/10/2010;11;8;5;8
27;No;Viaja-Frecuentemente;1242;Ventas;20;3;Ciencias de la vida;1;293;4;Femenino;90;3;2;Ejecutivo de ventas;3;Soltero;9981;12916;1;S;No;14;3;4;80;0;7;2;3;12/05/2014;7;7;0;7
51;No;Viaja-Pocas-Veces;1469;Investigacion & Desarrollo;8;4;Ciencias de la vida;1;296;2;Masculino;81;2;3;Director de investigacion;2;Casado;12490;15736;5;S;No;16;3;4;80;2;16;5;1;26/01/2011;10;9;4;7
30;Si;Viaja-Pocas-Veces;1005;Investigacion & Desarrollo;3;3;Nivel tecnico;1;297;4;Femenino;88;3;1;Cientifico de investigacion;1;Soltero;2657;8556;5;S;Si;11;3;3;80;0;8;5;3;12/03/2016;5;2;0;4
41;No;Viaja-Pocas-Veces;896;Ventas;6;3;Ciencias de la vida;1;298;4;Femenino;75;3;3;Director;4;Soltero;13591;14674;3;S;Si;18;3;3;80;0;16;3;3;10/06/2020;1;0;0;0
30;Si;Viaja-Frecuentemente;334;Ventas;26;4;Mercadeo;1;299;3;Femenino;52;2;2;Ejecutivo de ventas;1;Soltero;6696;22967;5;S;No;15;3;3;80;0;9;5;2;7/10/2015;6;3;0;1
29;Si;Viaja-Pocas-Veces;992;Investigacion & Desarrollo;1;3;Nivel tecnico;1;300;3;Masculino;85;3;1;Cientifico de investigacion;3;Soltero;2058;19757;0;S;No;14;3;4;80;0;7;1;2;18/11/2015;6;2;1;5
45;No;No-Viaja;1052;Ventas;6;3;Medicina;1;302;4;Femenino;57;2;3;Ejecutivo de ventas;4;Soltero;8865;16840;6;S;No;12;3;4;80;0;23;2;3;25/07/2002;19;7;12;8
54;No;Viaja-Pocas-Veces;1147;Ventas;3;3;Mercadeo;1;303;4;Femenino;52;3;2;Ejecutivo de ventas;1;Casado;5940;17011;2;S;No;14;3;4;80;1;16;4;3;17/04/2015;6;2;0;5
36;No;Viaja-Pocas-Veces;1396;Investigacion & Desarrollo;5;2;Ciencias de la vida;1;304;4;Masculino;62;3;2;Tecnico de laboratorio;2;Soltero;5914;9945;8;S;No;16;3;4;80;0;16;3;4;3/08/2008;13;11;3;7
33;No;Viaja-Pocas-Veces;147;Investigacion & Desarrollo;4;4;Medicina;1;305;3;Femenino;47;2;1;Cientifico de investigacion;2;Casado;2622;13248;6;S;No;21;4;4;80;0;7;3;3;19/05/2018;3;2;1;1
37;No;Viaja-Frecuentemente;663;Investigacion & Desarrollo;11;3;Otro;1;306;2;Masculino;47;3;3;Director de investigacion;4;Divorciado;12185;10056;1;S;Si;14;3;3;80;3;10;1;3;18/06/2011;10;8;0;7
38;No;Viaja-Pocas-Veces;119;Ventas;3;3;Ciencias de la vida;1;307;1;Masculino;76;3;3;Ejecutivo de ventas;3;Divorciado;10609;9647;0;S;No;12;3;3;80;2;17;6;2;3/03/2005;16;10;5;13
